,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,SalePrice
1111,60,3,9.257223957875032,0,12,5,7,6,32,32,7,2,1,403,0,400,803,2,7.001245622069476,866,0,0,1,8,4,4,4,32.0,2,2,483,0,69,0,0,0,0,3,12.230765258120545
1112,20,3,8.867850063029406,1,8,3,5,7,49,49,3,2,1,708,0,108,816,2,6.704414354964107,0,0,1,1,5,4,1,2,49.0,1,1,308,0,0,0,0,0,0,3,11.77452020265869
1113,20,3,9.09638749190015,0,8,3,5,7,54,1,2,2,1,643,0,365,1008,3,6.915723448631314,0,0,1,2,6,4,1,4,54.0,1,1,240,0,18,0,0,0,0,3,
1114,20,3,8.594154232552366,0,4,3,5,7,52,6,4,2,1,415,0,418,833,4,6.725033642166843,0,0,0,2,4,4,1,2,51.0,1,1,326,0,0,0,0,0,0,3,
1115,20,3,9.399720293137584,0,21,3,8,5,0,0,10,4,1,1004,0,730,1734,4,7.458186157340487,0,0,1,3,7,4,4,4,0.0,2,3,928,0,0,0,0,0,0,4,12.669806661762314
1116,80,3,8.955448122347393,0,13,4,8,5,7,7,10,4,1,353,0,55,408,4,6.658011045870748,640,0,1,2,7,4,3,5,7.0,3,2,527,120,0,0,0,0,0,3,12.123234367221169
1117,20,3,9.186457431512851,2,6,3,5,7,41,5,10,2,1,702,0,192,894,4,6.795705775173514,0,0,1,2,5,4,1,4,41.0,2,2,450,0,0,0,0,0,0,3,11.77528972943772
1118,80,3,9.534233826390535,0,6,4,5,6,50,21,4,2,1,0,0,533,533,2,6.928537818164665,580,0,0,1,6,1,1,5,50.0,2,1,300,280,34,0,0,0,0,3,
1119,20,3,8.930626469173578,0,8,3,5,5,47,47,8,2,1,369,0,671,1040,2,6.946975992135418,0,0,0,1,6,4,1,4,47.0,2,1,286,140,0,252,0,0,0,3,11.803353763090035
1120,30,1,9.019542996701185,0,0,3,6,5,87,57,8,1,1,0,0,1012,1012,2,6.919683849847411,0,0,0,1,6,4,4,2,87.0,1,1,308,0,22,112,0,0,0,3,11.681824001432043
1121,20,3,9.218705288307811,0,14,3,7,5,1,0,10,4,3,24,0,1528,1552,4,7.347299700743164,0,0,0,2,7,4,1,4,1.0,2,3,782,144,20,0,0,0,0,4,12.26857785088157
1122,20,3,9.096723645189215,1,5,3,4,3,53,53,0,2,1,0,0,672,672,4,6.866933284461882,0,0,0,1,5,4,1,3,53.0,1,1,288,64,0,0,0,160,0,0,11.626254150277232
1123,20,3,9.14899674173513,0,5,3,5,9,62,1,10,2,1,0,0,698,698,4,6.548219102762372,0,0,0,1,4,4,1,0,29.0,0,0,0,0,200,0,0,0,0,3,11.678439903447801
1124,80,3,9.118773178450692,0,13,4,7,5,15,15,6,4,1,0,0,384,384,3,6.699500340161678,670,0,0,2,7,4,3,4,15.0,3,2,392,100,25,0,0,0,0,3,12.00701176473192
1125,20,3,9.252824983582338,0,8,3,4,5,54,54,7,2,1,0,0,1005,1005,2,6.912742820493176,0,0,0,0,5,4,3,2,32.0,1,2,672,0,0,0,0,0,0,3,11.652687407345388
1126,120,3,8.211754397375197,0,15,3,7,5,2,2,10,4,1,0,0,1373,1373,4,7.349230824613334,0,0,0,2,7,4,3,4,2.0,3,3,660,143,20,0,0,0,0,3,12.066810578196666
1127,20,3,9.586857158128455,1,13,3,7,5,3,3,10,4,3,1300,0,230,1530,4,7.333023014386481,0,0,1,2,7,4,4,4,3.0,3,3,630,144,36,0,0,0,0,2,12.464583340681674
1128,60,3,9.375515769935166,0,13,5,7,5,3,2,10,4,3,0,0,847,847,4,6.741700694652055,1112,0,0,2,8,4,4,5,3.0,3,2,434,100,48,0,0,0,0,3,12.2783933071098
1129,90,1,8.881836305004146,0,4,0,5,5,27,27,4,2,4,936,0,0,936,2,6.841615476477592,0,0,1,1,4,4,1,2,27.0,1,2,672,49,0,0,0,0,0,3,11.84939770159144
1130,50,3,8.962391701743002,0,7,1,4,3,81,59,3,1,1,622,0,500,1122,2,7.191429330036379,653,0,1,2,7,1,3,2,28.0,1,2,576,431,44,0,0,0,0,3,11.813030057420567
1131,20,3,9.279119887371008,0,9,3,5,5,16,15,6,4,2,212,0,762,974,2,6.881411303642535,0,0,0,1,5,4,1,0,27.0,0,0,0,0,28,0,0,0,0,0,
1132,70,1,9.20029003612268,0,4,5,6,4,127,57,2,1,2,0,0,1008,1008,2,7.071573364211532,1032,0,0,0,8,4,1,2,77.0,1,1,205,0,48,0,0,0,0,3,
1133,60,3,9.19299073364107,0,10,5,8,5,14,14,10,4,1,584,0,544,1128,4,7.040536390215956,878,0,0,2,8,4,3,4,14.0,2,2,466,0,155,0,0,0,0,3,12.386308695833106
1134,60,3,9.079434102128383,0,13,5,6,5,10,10,10,4,3,0,0,916,916,3,6.82001636467413,684,0,0,1,7,4,3,4,10.0,3,2,460,100,38,0,0,0,0,3,12.037653993905211
1135,30,1,8.729073550451737,1,3,3,6,5,81,57,2,1,1,0,0,960,960,2,6.893656354602635,0,0,0,1,5,4,4,2,81.0,1,1,180,0,128,0,0,0,0,3,11.532728092266408
1136,50,3,9.169518377455928,0,8,1,6,5,58,58,10,2,1,280,0,752,1032,2,6.939253946041508,220,0,0,1,6,4,1,4,58.0,1,1,288,0,0,96,0,0,0,0,11.686878772093667
1137,50,3,8.754949455098293,0,6,1,5,8,135,14,10,2,1,0,0,780,780,3,6.659293919683638,240,0,0,1,6,4,1,0,30.0,0,0,0,0,0,176,0,0,0,3,11.451050061252142
1138,20,3,9.19207456316929,0,9,3,6,5,32,32,7,4,4,1567,0,0,1567,2,7.356918242356021,0,0,1,2,5,4,3,4,32.0,2,2,714,264,32,0,0,0,0,3,12.185869938212655
1139,30,3,9.074635189810808,0,3,3,5,5,87,57,5,1,1,645,0,270,915,2,7.062191632286556,0,0,0,1,6,0,4,2,35.0,1,2,495,0,0,216,0,126,0,3,11.877568578558138
1140,20,3,8.902455592206882,1,8,3,5,7,57,57,6,2,2,852,0,100,952,2,6.858565034791365,0,0,1,1,4,4,1,2,20.0,1,2,840,0,0,0,0,0,0,0,11.842229212112828
1141,60,3,9.240287448344136,4,12,5,5,7,33,33,7,2,1,381,0,399,780,4,6.992096427415888,780,0,1,2,9,4,3,4,33.0,1,2,484,448,96,0,0,0,0,3,12.193493863323313
1142,60,3,9.206834232646894,0,14,5,8,5,1,0,10,4,4,1150,0,316,1466,4,7.290292882446597,1362,0,1,2,11,4,3,5,1.0,2,3,1052,125,144,0,0,0,0,4,
1143,20,3,9.104979856318357,0,6,3,5,3,49,49,2,2,1,288,0,718,1006,2,6.913737350659685,0,0,0,1,5,4,1,0,28.0,0,0,0,0,24,0,0,0,0,3,
1144,190,3,9.407550541263888,0,5,1,4,4,69,60,4,1,1,348,0,324,672,1,6.51025834052315,252,0,1,0,5,4,1,2,69.0,1,1,280,0,0,0,0,0,0,3,11.289781913656018
1145,50,1,8.738735461363474,0,3,1,5,6,78,56,4,1,1,0,0,1042,1042,4,6.948897222313312,534,0,0,1,8,4,4,2,78.0,1,1,225,0,0,0,0,0,0,2,11.911701584927597
1146,20,3,9.323669057283185,0,10,3,6,5,21,21,2,2,1,1258,0,40,1298,2,7.168579897264035,0,0,1,2,5,4,3,4,21.0,1,2,403,165,26,0,0,0,0,3,12.100712129872347
1147,70,3,9.392661928770137,0,16,5,7,7,68,59,4,2,1,275,0,429,704,4,6.756932389247553,704,0,0,0,7,4,4,4,68.0,1,1,234,0,0,0,0,0,0,3,
1148,50,1,8.648221453822641,0,4,1,7,7,82,58,2,4,1,0,0,572,572,2,6.349138991379798,539,0,0,1,5,4,4,2,26.0,1,1,288,0,0,176,0,0,0,3,
1149,70,1,9.104979856318357,0,4,5,7,9,89,21,10,4,1,624,0,26,650,4,6.723832440821209,650,0,0,1,7,4,1,2,79.0,1,2,324,0,0,0,0,0,0,3,
1150,20,3,9.021598247379305,0,8,3,6,5,57,57,8,2,1,0,0,932,932,4,6.837332814685591,0,0,0,2,4,4,4,4,57.0,1,1,306,0,0,214,0,0,0,3,11.728036844587175
1151,20,3,9.784422445377189,0,5,3,5,4,47,47,6,2,1,176,0,1290,1466,2,7.290292882446597,0,0,0,0,6,4,4,4,47.0,3,2,528,0,140,0,0,100,0,3,11.917723684090689
1152,20,3,9.55499334068759,0,16,3,6,7,50,2,1,4,1,296,547,230,1073,4,7.501634457883413,0,0,0,3,6,4,4,4,50.0,3,2,470,0,0,280,0,0,0,0,
1153,30,1,8.681011276645632,1,0,3,6,8,78,1,2,1,3,538,0,278,816,4,6.704414354964107,0,0,0,1,5,4,1,2,6.0,1,1,432,0,0,96,0,0,0,3,11.699405031912846
1154,60,3,9.525151111816216,0,8,5,7,6,43,20,10,2,4,454,0,410,864,2,6.804614520062624,918,0,0,2,8,4,4,4,43.0,1,2,492,60,84,0,0,273,0,3,12.215032386901646
1155,20,3,9.284334051884509,1,11,3,5,8,31,3,7,2,4,1157,0,280,1437,2,7.270312886079025,0,0,1,2,6,4,2,4,31.0,2,2,528,0,21,0,0,180,0,3,
1156,80,3,9.143131622282732,0,8,4,5,8,43,9,8,4,4,633,0,586,1219,3,7.142827401161621,0,0,0,2,6,4,4,4,43.0,2,2,502,0,92,0,96,0,0,3,
1157,120,3,8.517393171418904,0,21,3,7,5,2,1,10,4,1,904,0,410,1314,4,7.1808311990445555,0,0,1,2,6,4,4,4,1.0,2,2,626,172,62,0,0,0,0,3,12.345834587905333
1158,20,3,9.386979145634639,2,18,3,8,5,1,0,10,4,1,0,0,1580,1580,4,7.365180126021013,0,0,0,2,7,4,1,4,0.0,2,3,830,0,24,0,0,0,0,4,
1159,60,3,9.118225083068378,0,12,5,6,6,34,34,6,2,1,442,0,459,901,2,6.849066282633458,933,0,0,2,8,4,3,4,34.0,2,2,540,0,69,0,0,0,0,3,12.128111104060462
1160,160,3,7.731930721948486,0,11,5,6,5,32,32,7,2,1,311,0,544,855,1,6.75110146893676,601,0,0,1,7,4,3,4,32.0,1,2,440,26,0,0,0,0,0,3,11.891361900690473
1161,20,3,9.600894867348593,4,16,3,6,7,54,2,6,2,1,728,0,568,1296,4,7.402451520818244,0,0,1,2,7,4,4,2,15.0,1,2,924,108,0,0,216,0,0,3,12.319401330837177
1162,20,3,9.07383312732152,0,6,3,5,5,39,39,10,2,1,492,0,402,894,3,6.795705775173514,0,0,0,1,5,4,0,4,39.0,3,2,450,0,0,0,0,0,0,3,
1163,90,3,9.464982590349763,0,6,0,4,4,39,39,7,2,3,1198,0,0,1198,2,7.1372784372603855,0,0,2,1,6,4,1,1,39.0,1,2,400,120,0,0,0,0,0,1,11.598726943661342
1164,80,3,9.69010867127683,2,11,4,5,7,29,29,7,4,4,680,391,289,1360,4,7.266827347520591,0,0,1,2,5,4,3,4,29.0,1,2,588,168,180,0,0,0,0,3,12.175613438045465
1165,20,3,9.163353580751846,0,21,3,7,5,0,0,10,4,1,0,0,1502,1502,4,7.31455283232408,0,0,0,2,7,4,1,4,0.0,2,2,644,0,114,0,0,0,0,4,
1166,20,3,9.25674674479034,1,14,3,8,5,2,2,10,4,3,0,0,1694,1694,4,7.434847875211999,0,0,0,2,7,4,1,4,2.0,2,3,776,160,33,0,0,0,0,3,12.41044104151805
1167,60,3,9.292104673778823,0,13,5,6,5,6,6,10,4,1,786,0,173,959,4,6.8658910748834385,712,0,1,1,7,4,3,4,6.0,3,2,472,0,38,0,0,0,0,3,12.061046873479915
1168,70,3,9.527192821727743,1,5,5,6,7,73,22,5,2,1,626,0,501,1127,4,7.119635638017636,872,0,0,2,7,4,3,3,73.0,1,2,540,0,0,0,0,90,0,3,
1169,60,3,10.48458522928745,4,22,5,10,5,11,10,6,4,4,1387,0,543,1930,4,7.5126175446745105,1796,0,1,2,10,4,3,4,11.0,3,3,807,361,76,0,0,0,0,3,13.345506928718539
1170,80,3,9.198267790741914,0,9,4,6,6,31,31,7,2,3,522,0,574,1096,2,7.0192966537150445,0,0,1,1,6,4,0,4,31.0,3,1,358,203,0,0,0,0,576,3,
1171,20,3,9.118225083068378,0,8,3,6,6,50,50,4,2,1,662,0,599,1261,4,7.13966033596492,0,0,1,1,6,4,3,4,50.0,2,2,433,0,0,0,0,288,0,3,12.0015054797889
1172,160,4,8.298290634359283,0,18,5,7,5,2,1,4,4,1,0,0,625,625,4,6.437751649736401,625,0,0,2,5,4,1,2,2.0,3,2,625,0,54,0,0,0,0,3,
1173,50,3,9.799792316197363,0,17,1,5,6,61,13,4,2,1,152,469,977,1598,2,7.400009517162692,971,479,0,3,12,0,4,0,27.0,0,0,0,122,0,0,0,0,0,3,12.20856952572876
1174,70,3,9.71474542793925,0,16,5,6,8,74,56,2,1,1,503,0,449,952,2,7.064759027791802,1175,0,0,1,9,4,4,2,74.0,1,2,360,0,0,0,0,0,0,3,12.384218830913648
1175,50,3,9.275940829060131,0,22,1,8,5,15,7,6,4,1,700,0,983,1683,4,7.663407664893479,743,0,0,2,9,4,3,4,15.0,3,2,541,0,33,0,0,0,0,3,12.560244459250788
1176,20,3,8.846640813100485,4,9,3,5,5,24,23,6,2,1,658,0,218,876,2,6.827629234502852,0,0,1,1,5,4,1,4,24.0,1,1,264,362,0,0,0,0,0,3,11.691071650353702
1177,50,1,8.281470857895167,0,4,1,6,8,83,5,4,2,1,468,0,350,818,2,6.706862336602747,406,0,0,1,5,4,1,2,83.0,1,1,210,0,0,116,0,0,0,3,11.652687407345388
1178,50,3,8.946505025998682,2,16,1,5,6,88,59,2,1,1,0,0,731,731,4,6.709304340258298,523,0,0,1,7,4,4,2,88.0,1,1,186,192,0,102,0,0,0,3,11.95053502640496
1179,20,3,9.028218795184895,1,5,3,5,5,52,52,2,0,0,0,0,0,0,3,7.024649030453636,0,0,0,1,5,1,4,0,26.0,0,0,0,0,36,190,0,0,0,3,11.440354772135393
1180,60,3,9.320986892063246,1,19,5,7,5,16,15,4,3,1,1216,0,0,1216,4,7.168579897264035,1216,0,0,1,8,4,1,4,16.0,3,2,693,0,0,0,0,0,0,3,12.429216196844383
1181,120,1,8.628197749459149,0,16,3,8,5,0,0,9,4,4,1480,0,120,1600,4,7.409741954080923,0,0,1,2,5,4,4,4,0.0,3,2,482,162,53,0,153,0,0,4,
1182,60,3,9.656499466411903,1,22,5,10,5,11,11,2,4,3,2096,0,300,2396,4,7.787796878181171,2065,0,1,3,10,4,3,4,11.0,3,3,813,171,78,0,0,0,555,0,13.521139497361697
1183,30,3,9.287301413112312,0,4,3,5,6,86,56,5,1,1,821,0,299,1120,4,7.029972911706386,0,0,1,1,5,4,4,2,36.0,1,2,720,229,0,0,0,0,0,3,
1184,20,3,10.466896138710247,0,19,3,5,4,44,44,4,2,4,1159,0,413,1572,3,7.360103972989152,0,0,1,1,5,4,3,1,44.0,2,3,995,0,263,0,0,263,0,3,12.137258329529814
1185,50,3,9.183791036742646,0,5,1,5,7,82,56,0,1,1,392,0,392,784,3,6.855408798609928,272,0,1,1,7,4,1,4,41.0,1,1,392,0,0,236,0,0,0,3,
1186,190,3,9.270023374137356,1,4,5,3,5,109,39,6,2,2,440,0,538,978,2,6.921658184151129,685,0,1,1,7,4,1,1,89.0,1,2,420,0,74,0,0,0,0,0,
1187,20,3,9.430359045942868,1,22,3,8,5,12,11,1,4,1,1456,0,168,1624,4,7.392647520721623,0,0,1,2,5,4,2,4,12.0,2,3,757,0,114,192,0,0,0,3,12.476099782743233
1188,60,3,9.097731427593528,0,14,5,7,5,7,7,10,4,1,0,0,831,831,4,6.7226297948554485,829,0,0,2,7,4,1,4,7.0,2,2,493,144,68,0,0,0,0,3,
1189,60,3,8.922658299524402,0,13,5,7,5,11,11,10,4,1,0,0,994,994,3,6.93537044601511,776,0,0,2,7,4,3,4,11.0,3,2,442,140,60,0,0,0,0,3,12.14950229404178
1190,190,3,10.387856258239758,0,9,3,4,4,46,32,4,2,3,1159,0,90,1249,4,7.3914152346753585,0,0,1,1,7,4,3,1,32.0,3,4,1356,439,0,0,0,0,0,3,12.031719258385396
1191,160,4,7.8804263442924,0,18,5,8,5,8,7,4,4,1,0,0,776,776,4,6.638567789166521,677,0,0,2,5,4,1,2,8.0,1,2,492,206,0,0,0,0,0,3,
1192,50,1,9.169518377455928,0,4,1,5,8,82,13,10,4,2,0,0,702,702,3,6.7357800142423265,630,0,0,2,6,4,1,2,82.0,1,1,250,0,0,84,0,0,0,3,11.736069016284437
1193,120,1,8.411832675758411,2,9,3,6,5,10,10,10,4,1,883,0,341,1224,4,7.1098794630722715,0,0,1,1,5,4,1,4,10.0,3,2,402,0,304,0,0,0,0,3,12.013700752882718
1194,60,3,9.144627828610801,1,6,5,6,7,41,41,6,2,1,371,0,292,663,2,6.4967749901858625,689,0,0,1,7,4,1,4,41.0,3,1,299,379,36,0,0,0,0,3,
1195,60,3,8.990815266184685,0,13,5,6,5,3,3,10,4,1,0,0,728,728,4,6.590301048196686,728,0,0,2,8,4,1,4,3.0,3,2,400,100,24,0,0,0,0,3,12.078239274020289
1196,60,3,9.550662331752143,0,13,5,7,5,0,0,10,4,3,0,0,879,879,4,6.778784897685177,984,0,0,2,9,4,4,5,0.0,3,3,660,100,17,0,0,0,0,4,12.297785453453374
1197,75,1,9.088172738001974,1,4,2,7,6,90,56,4,1,1,0,0,815,815,4,6.703188113240863,875,0,0,1,7,4,4,2,90.0,1,1,225,0,0,330,0,0,0,3,11.877568578558138
1198,20,3,9.116029692504942,0,14,3,7,5,8,8,10,4,1,0,0,1212,1212,4,7.10002716662926,0,0,0,2,6,4,1,4,8.0,2,2,573,356,0,0,0,0,0,3,
1199,20,3,9.326789184619429,0,6,3,4,5,43,27,6,2,1,547,0,504,1051,3,7.231287004327616,0,0,0,1,6,4,0,4,32.0,1,2,459,0,82,0,0,0,0,3,11.904967552746252
1200,20,3,9.143452426434552,0,8,3,4,5,36,36,4,2,1,0,0,864,864,3,6.761572768804055,0,0,0,1,5,4,1,4,34.0,1,1,280,0,0,0,0,0,0,0,
1201,60,3,9.249561085129464,1,14,5,7,5,11,11,10,4,3,0,0,866,866,4,6.763884908562435,913,0,0,2,6,4,1,4,11.0,2,2,546,198,36,0,0,0,0,3,
1202,50,1,8.699514748210191,1,3,1,5,8,84,12,2,1,1,0,0,884,884,4,6.784457062637643,464,0,1,1,5,4,2,2,49.0,1,1,216,0,0,208,0,0,0,3,11.669929213779893
1203,20,3,9.185022563991893,0,14,3,7,5,9,8,10,4,1,0,0,1630,1630,4,7.396335293800808,0,0,0,2,6,4,3,4,9.0,1,2,451,74,234,0,0,0,0,3,12.269047444691562
1204,20,3,9.224243277145174,0,12,3,5,6,31,31,6,2,1,788,0,268,1056,4,6.97914527506881,0,0,1,1,6,4,1,4,31.0,2,2,495,0,88,0,0,0,0,3,11.941455846009388
1205,20,3,9.594513744616725,4,10,3,7,7,19,18,6,2,2,485,177,1496,2158,3,7.694392802629421,0,0,0,2,7,4,3,4,19.0,2,3,701,84,70,0,0,0,0,3,12.513189630620563
1206,20,2,9.093806555720231,0,10,3,4,4,40,40,6,2,1,1056,0,0,1056,2,6.962243464266207,0,0,1,1,5,4,1,2,40.0,1,1,384,0,42,0,0,0,0,3,11.580584113444043
1207,20,3,9.119868468812108,0,14,3,6,5,3,3,10,4,3,340,0,1342,1682,4,7.438383530044307,0,0,1,2,7,4,1,4,3.0,2,2,544,192,23,0,0,0,0,3,12.206072645530174
1208,20,3,8.95712413640568,0,8,3,5,7,46,28,4,2,1,504,108,319,931,2,7.1569563646156364,0,0,1,1,6,4,1,2,28.0,1,2,506,0,0,0,0,0,0,3,
1209,20,3,9.228376734462282,4,18,3,8,5,0,0,10,4,2,1220,0,440,1660,4,7.414572881350589,0,0,1,2,8,4,4,4,0.0,2,2,500,322,50,0,0,0,0,4,12.577636201962656
1210,60,3,9.325274910068282,0,10,5,6,5,18,18,2,4,1,0,0,1055,1055,4,6.961296045910167,790,0,0,2,8,4,3,4,18.0,2,2,462,635,104,0,0,0,0,3,12.14950229404178
1211,50,3,9.403766708502243,0,13,1,8,7,22,5,2,3,3,427,0,132,559,3,6.984716320118266,672,0,0,1,8,4,1,3,22.0,2,2,492,325,12,0,0,0,0,3,12.007621706806335
1212,30,3,9.142061531222888,0,5,3,4,6,68,59,4,2,1,344,0,328,672,2,6.51025834052315,0,0,1,1,4,4,1,4,68.0,1,1,234,0,113,0,0,0,0,3,11.635143097694478
1213,80,3,9.234642664499148,4,6,4,4,9,41,5,10,2,3,648,0,0,648,4,6.866933284461882,0,0,1,1,3,4,1,4,41.0,1,1,364,88,0,0,0,0,0,3,
1214,85,3,9.230633075243945,0,8,0,5,5,44,44,4,2,3,784,0,141,925,2,6.906754778648554,0,0,1,1,6,4,1,4,44.0,1,1,300,150,72,0,0,0,0,3,
1215,20,3,8.867004635333567,0,6,3,5,5,41,41,10,2,1,180,374,340,894,2,6.795705775173514,0,0,0,1,5,4,1,2,41.0,2,1,384,0,0,0,0,0,0,3,11.736069016284437
1216,90,1,9.097171673870545,0,6,1,6,5,32,32,10,0,0,0,0,0,0,2,7.183870715062453,584,0,0,1,8,4,1,4,32.0,1,2,539,0,0,0,0,0,0,3,11.626254150277232
1217,20,4,9.064157861798101,0,18,3,8,5,0,0,9,4,2,936,0,364,1300,4,7.1808311990445555,0,0,1,2,6,4,1,4,0.0,2,2,552,135,112,0,0,0,0,4,
1218,50,1,8.738735461363474,0,3,1,4,5,59,56,0,0,0,0,0,0,0,3,6.51025834052315,240,0,0,1,3,4,1,0,26.0,0,0,0,0,0,0,0,0,0,3,11.296012463406655
1219,160,1,7.426549072397305,0,2,5,6,5,35,35,9,2,1,0,0,672,672,2,6.51025834052315,546,0,0,1,7,4,1,0,26.0,0,0,0,201,0,0,0,0,0,0,11.424094251263613
1220,20,3,8.961879012677683,0,8,3,5,5,42,42,2,2,1,312,600,0,912,2,6.815639990074331,0,0,0,1,5,4,1,4,42.0,1,1,288,0,0,0,0,0,0,0,
1221,20,3,9.017968479328726,0,6,3,5,5,40,40,6,2,1,250,492,210,952,4,7.099201743553092,0,0,0,1,5,4,3,4,40.0,1,1,322,0,63,0,0,0,0,3,
1222,50,3,9.25874951118387,0,8,1,6,6,58,57,2,2,2,196,0,844,1040,4,7.0630481633881725,678,0,0,1,7,4,4,4,58.0,1,1,315,0,0,0,0,0,0,3,11.870599909242044
1223,20,3,9.276128112514186,0,8,3,5,3,55,55,2,2,1,756,0,1380,2136,2,7.666690200080086,0,0,0,1,7,2,1,2,55.0,1,2,528,0,30,0,0,0,0,3,
1224,60,3,9.641083287268616,0,13,5,7,5,4,3,10,4,3,724,0,64,788,4,6.669498089857879,702,0,1,2,8,4,4,4,4.0,3,2,388,100,75,0,0,0,0,3,12.122691036591123
1225,80,3,9.257414779362112,0,8,4,6,8,49,49,10,2,3,507,0,81,588,4,7.037027614686276,0,0,0,1,6,4,1,4,49.0,2,1,264,224,0,0,0,0,0,3,11.884489021402711
1226,60,3,9.588639812011577,4,18,5,6,5,1,1,10,4,2,0,0,894,894,4,6.795705775173514,1039,0,0,2,9,4,4,5,1.0,3,3,668,100,18,0,0,0,0,3,12.273731294003989
1227,20,3,9.090655529030203,1,8,3,5,8,43,0,10,2,1,595,0,317,912,4,6.815639990074331,0,0,1,2,5,4,1,2,16.0,1,2,576,0,240,0,0,0,0,3,11.898187865760873
1228,120,3,9.078978053779355,1,21,3,9,5,0,0,4,4,1,1540,0,162,1702,4,7.43955930913332,0,0,1,3,7,4,4,4,0.0,3,3,1052,0,72,0,0,224,0,4,12.813917896253697
1229,80,3,8.9758830607617,0,8,4,5,5,48,48,8,2,1,666,0,409,1075,3,7.317876198626496,0,0,0,1,7,0,1,3,48.0,1,1,404,0,0,0,0,0,0,3,11.751942365440728
1230,90,3,9.846387960495555,0,6,1,5,5,30,30,7,2,1,498,211,652,1361,4,7.215975002651466,1259,0,0,1,12,4,3,5,30.0,2,2,600,155,24,145,0,0,0,3,12.154779351142624
1231,90,3,8.952605375892354,0,8,4,5,6,44,44,2,2,3,803,0,303,1106,2,7.081708586105575,0,0,1,1,6,4,1,4,44.0,1,2,540,0,18,0,0,0,0,3,11.794337924408413
1232,90,3,9.194414221425923,2,8,3,4,5,45,45,6,0,0,0,0,0,0,2,7.1098794630722715,0,0,0,1,6,4,1,1,45.0,1,2,462,0,0,0,0,0,0,3,11.53076538309856
1233,20,3,9.405907155520158,0,8,3,5,5,51,51,7,2,1,1000,0,188,1188,1,7.080026499922591,0,0,1,1,6,4,1,4,51.0,2,2,531,0,0,0,0,0,0,0,11.863582336583399
1234,70,2,9.050758302151717,0,7,5,5,6,97,58,4,4,3,0,0,940,940,2,6.931471805599453,940,0,0,1,7,4,1,0,28.0,0,0,0,0,192,0,0,0,0,0,11.77528972943772
1235,70,3,9.482807278621483,0,16,5,5,5,92,56,2,1,2,0,0,747,747,3,6.79346613258001,892,0,0,1,9,4,1,2,92.0,1,1,180,203,40,0,0,0,0,3,11.841415931849784
1236,160,3,7.873978379604501,0,21,5,7,5,7,7,10,4,1,0,0,764,764,4,6.638567789166521,862,0,0,2,6,4,1,5,7.0,2,2,474,0,27,0,0,0,0,3,
1237,60,3,9.424887076064874,2,14,5,7,5,2,1,10,4,1,0,0,847,847,4,6.741700694652055,1101,0,0,2,8,4,4,5,2.0,3,2,434,100,48,0,0,0,0,3,12.180754837545884
1238,20,3,9.478227817099784,0,10,3,6,5,1,1,10,4,1,0,0,1141,1141,4,7.039660349862076,0,0,0,1,6,4,1,2,1.0,1,2,484,0,0,0,0,0,0,0,11.867097278690842
1239,20,3,9.109082539901955,0,19,3,8,5,1,1,10,4,3,428,0,1048,1476,4,7.302496423727326,0,0,0,3,6,4,4,4,1.0,2,2,472,120,33,0,0,0,0,3,
1240,60,3,9.006754319877503,0,14,5,7,5,5,5,10,4,1,550,0,334,884,4,6.784457062637643,884,0,1,2,8,4,1,4,5.0,2,2,543,0,63,0,0,0,0,3,12.323411137947407
1241,20,3,9.195125206169703,0,18,3,7,6,0,0,10,4,3,0,0,1689,1689,4,7.4318919168078,0,0,0,2,7,4,1,4,0.0,2,3,954,0,56,0,0,0,0,4,
1242,85,3,9.270964993792617,0,12,0,7,6,36,36,7,2,4,885,168,0,1053,2,7.067319848653476,0,0,1,2,6,4,3,4,36.0,2,2,528,0,120,0,0,0,0,2,12.043553716032399
1243,20,3,9.53899642739739,0,21,3,10,5,0,0,10,4,4,1386,0,690,2076,4,7.638198244285779,0,0,1,3,7,4,4,4,0.0,3,3,850,216,229,0,0,0,0,4,13.049792684569493
1244,70,3,9.344434106456882,1,16,5,8,7,77,56,8,4,1,0,0,792,792,1,6.674561391814426,725,0,0,2,7,4,4,2,75.0,1,2,400,0,0,0,0,0,0,3,
1245,80,3,9.400133943608838,0,12,4,6,7,23,4,10,2,1,0,0,585,585,4,7.038783541388542,728,0,0,1,7,4,3,5,23.0,3,2,477,268,112,0,0,147,0,0,
1246,60,4,9.002701007197938,0,18,5,7,5,1,0,10,4,1,0,0,756,756,4,6.628041376179533,797,0,0,2,6,4,1,4,1.0,2,2,615,0,45,0,0,0,0,4,
1247,80,3,9.419628376999952,0,9,4,6,5,34,34,6,2,3,539,0,473,1012,2,6.9411900550683745,0,0,1,1,6,4,1,4,34.0,1,3,888,0,0,0,0,0,0,3,12.042965307660024
